Species.scientific.name,Species.common.name,SeaWEED.ID,Source,Strain,Product,Production_system,Note_on_system,Description,Country,Specific_location,Year,Sample_size,Environment,Intensity,Yield_per_HA,Grow_out_period_days,Mortality_rate,FCR,Feed_type,Feed_soy_percent,Feed_othercrops_percent,Feed_FMFO_percent,Feed_animal_percent,Feed_method,Electricity_kwh,Diesel_L,Petrol_L,NaturalGas_L,Energy_demand,Energy_units,Person_entering,Date_entered,Notes,Production.volume.2018,USD.per.tonne,Taxonomy,Diet,ISSCAAP_Group,EcologyRefNo,HabitatsRef,DietTroph,DietSeTroph,DietTLu,DietseTLu,FoodTroph,FoodSeTroph,Species..Family.,ASFIS,Species..Main.grouping.,Species..Order.,Environment..Environment.,HighLevelISSCAAP
Pangasius spp,Pangas catfishes nei,161,Huysfeld-2013-a,,1 tonne live weight,Earthen pond aquaculture,Commercial,Catfish harvested in earthen ponds to be exported to Europe and North America,Vietnam,Mekong Delta,2009-2010,4 farms,,,,,,1.5,Compound,25.0,64,9,2,,,,,,,,Rob,43902,,449113.0,1540,Teleost,Omnivorous,13,,,,,,,,,PANGASIIDAE,1413000200,PISCES,SILURIFORMES,Brackishwater,freshwater
Pangasius spp,Pangas catfishes nei,162,Kluts-2012-a,,t tonne fresh,Intensive pond,Commercial,Catfish harvested from intensive pond systems,Vietnam,Mekong Delta,,"28 farms, 7 feed companies",,,,,,1.9,Compound,21.0,64,13,0,,41.0,,,,,,Rob,43902,,449113.0,1540,Teleost,Omnivorous,13,,,,,,,,,PANGASIIDAE,1413000200,PISCES,SILURIFORMES,Freshwater,freshwater
Pangasius spp,Pangas catfishes nei,162,Kluts-2012-a,,t tonne fresh,Intensive pond,Commercial,Catfish harvested from intensive pond systems,Vietnam,Mekong Delta,,"28 farms, 7 feed companies",,,,,,1.9,Compound,21.0,64,13,0,,41.0,,,,,,Rob,43902,,449113.0,1540,Teleost,Omnivorous,13,,,,,,,,,PANGASIIDAE,1413000200,PISCES,SILURIFORMES,Brackishwater,freshwater
Pangasius spp,Pangas catfishes nei,,SFW (from literature),,,Ponds,,,China,,,,,,,,,2.57,Assumed compound,,7,93,0,,,,,,,,Rob,43902,"Assumed Pangasius (listed as catfish); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M",449113.0,1540,Teleost,Omnivorous,13,,,,,,,,,PANGASIIDAE,1413000200,PISCES,SILURIFORMES,Freshwater,freshwater
Pangasius spp,Pangas catfishes nei,,SFW (from literature),,,Ponds,,,China,,,,,,,,,2.57,Assumed compound,,7,93,0,,,,,,,,Rob,43902,"Assumed Pangasius (listed as catfish); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M",449113.0,1540,Teleost,Omnivorous,13,,,,,,,,,PANGASIIDAE,1413000200,PISCES,SILURIFORMES,Brackishwater,freshwater
Pangasius spp,Pangas catfishes nei,163,Kluts-2012-a,,1 tonne fresh,"Integrated pond, high input",Commercial,"Catfish harvested from high-input, rice -based integrated pond systems",Vietnam,Mekong Delta,,11 farms,,,,,,0.2,Compound,35.0,57,7,0,,74.0,,,,,,Rob,43902,,449113.0,1540,Teleost,Omnivorous,13,,,,,,,,,PANGASIIDAE,1413000200,PISCES,SILURIFORMES,Freshwater,freshwater
Pangasius spp,Pangas catfishes nei,163,Kluts-2012-a,,1 tonne fresh,"Integrated pond, high input",Commercial,"Catfish harvested from high-input, rice -based integrated pond systems",Vietnam,Mekong Delta,,11 farms,,,,,,0.2,Compound,35.0,57,7,0,,74.0,,,,,,Rob,43902,,449113.0,1540,Teleost,Omnivorous,13,,,,,,,,,PANGASIIDAE,1413000200,PISCES,SILURIFORMES,Brackishwater,freshwater
Penaeus monodon,Asian Tiger shrimp,203,Henriksson et al. 2015,,1 tonne headless shell-on and 16 kg fish,,,,Bangladesh,Eastern BD,2010.0,24.0,,Improved extensive,,,,1.672,Compound,28,44,17,11,Hand fed,88.0,121.3942308,,,1813,kg wood,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Asian Tiger shrimp,203,Henriksson et al. 2015,,1 tonne headless shell-on and 16 kg fish,,,,Bangladesh,Eastern BD,2010.0,24.0,,Improved extensive,,,,1.672,Compound,28,44,17,11,Hand fed,88.0,121.3942308,,,1813,kg wood,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Asian Tiger shrimp,203,Henriksson et al. 2015,,1 tonne headless shell-on and 16 kg fish,,,,Bangladesh,Eastern BD,2010.0,24.0,,Improved extensive,,,,1.672,Compound,28,44,17,11,Hand fed,88.0,121.3942308,,,1813,kg wood,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Asian Tiger shrimp,200,Henriksson et al. 2015,,1 tonne headless shell-on,,,Intensive,Vietnam,Soc Trang,2010.0,20.0,,Intensive,,,,1.59,Compound,27.8,32.8,28.5,10.9,Hand fed or feeding machine,2480.0,140.625,,,,,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Asian Tiger shrimp,200,Henriksson et al. 2015,,1 tonne headless shell-on,,,Intensive,Vietnam,Soc Trang,2010.0,20.0,,Intensive,,,,1.59,Compound,27.8,32.8,28.5,10.9,Hand fed or feeding machine,2480.0,140.625,,,,,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Asian Tiger shrimp,200,Henriksson et al. 2015,,1 tonne headless shell-on,,,Intensive,Vietnam,Soc Trang,2010.0,20.0,,Intensive,,,,1.59,Compound,27.8,32.8,28.5,10.9,Hand fed or feeding machine,2480.0,140.625,,,,,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from literature),,,Ponds,,,Indonesia,,2016.0,,,,,,,0,,,,,,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from literature),,,Ponds,,,Indonesia,,2016.0,,,,,,,0,,,,,,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from literature),,,Ponds,,,Indonesia,,2016.0,,,,,,,0,,,,,,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,P. monodon,219,Henriksson et al. 2019,,1 tonne live wet-weight,Earthen pond aquaculture,,,Indonesia,"Java, Sumatra, and Lombok",2017.0,9.0,,Imp. extensive,,,,1.382978723,Compound,27.0,43,29,1,Hand fed,671.8924972,186.4124817,,,,,Patrik,43927,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,P. monodon,219,Henriksson et al. 2019,,1 tonne live wet-weight,Earthen pond aquaculture,,,Indonesia,"Java, Sumatra, and Lombok",2017.0,9.0,,Imp. extensive,,,,1.382978723,Compound,27.0,43,29,1,Hand fed,671.8924972,186.4124817,,,,,Patrik,43927,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,P. monodon,219,Henriksson et al. 2019,,1 tonne live wet-weight,Earthen pond aquaculture,,,Indonesia,"Java, Sumatra, and Lombok",2017.0,9.0,,Imp. extensive,,,,1.382978723,Compound,27.0,43,29,1,Hand fed,671.8924972,186.4124817,,,,,Patrik,43927,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,48,Mungkung-2005-a,,1.8 kg block-frozen shrimp,Intensive pond,,"Shrimp processed into 3 kg blocks (1.8 kg shrimp and 1.2 kg ice), shipped to the UK and consumed.",Thailand,,2003.0,,,,,,,,,,,,,,,,,,,,Rob,43902,,"750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,48,Mungkung-2005-a,,1.8 kg block-frozen shrimp,Intensive pond,,"Shrimp processed into 3 kg blocks (1.8 kg shrimp and 1.2 kg ice), shipped to the UK and consumed.",Thailand,,2003.0,,,,,,,,,,,,,,,,,,,,Rob,43902,,"750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,48,Mungkung-2005-a,,1.8 kg block-frozen shrimp,Intensive pond,,"Shrimp processed into 3 kg blocks (1.8 kg shrimp and 1.2 kg ice), shipped to the UK and consumed.",Thailand,,2003.0,,,,,,,,,,,,,,,,,,,,Rob,43902,,"750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,49,Baruthio-2008-a,,1 tonne fresh,Extensive pond polyculture,,"Shrimp harvested in polyculture (with crab, milkfish and tilapia).",Philippines,Pampanga,,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,49,Baruthio-2008-a,,1 tonne fresh,Extensive pond polyculture,,"Shrimp harvested in polyculture (with crab, milkfish and tilapia).",Philippines,Pampanga,,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,49,Baruthio-2008-a,,1 tonne fresh,Extensive pond polyculture,,"Shrimp harvested in polyculture (with crab, milkfish and tilapia).",Philippines,Pampanga,,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,136,Jonell-2015-a,,1 tonne live weight,Extensive pond polyculture,,Shrimp harvested in mangrove polyculture system with no organic certification,Vietnam,Mekong Delta,2011-2012,21 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,136,Jonell-2015-a,,1 tonne live weight,Extensive pond polyculture,,Shrimp harvested in mangrove polyculture system with no organic certification,Vietnam,Mekong Delta,2011-2012,21 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,136,Jonell-2015-a,,1 tonne live weight,Extensive pond polyculture,,Shrimp harvested in mangrove polyculture system with no organic certification,Vietnam,Mekong Delta,2011-2012,21 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,138,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Shrimp harvested in brackish water extensive pond polyculture system (with crab, milkfish and tilapia)",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,138,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Shrimp harvested in brackish water extensive pond polyculture system (with crab, milkfish and tilapia)",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,138,Aubin-2015-a,,1 tonne fresh,Extensive pond polyculture,,"Shrimp harvested in brackish water extensive pond polyculture system (with crab, milkfish and tilapia)",Philippines,Pampanga,2007.0,15 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from literature),,,Ponds,,,Bangladesh,,2016.0,,,,,,,0.06,,,2.19,97.27,0,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from literature),,,Ponds,,,Bangladesh,,2016.0,,,,,,,0.06,,,2.19,97.27,0,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from literature),,,Ponds,,,Bangladesh,,2016.0,,,,,,,0.06,,,2.19,97.27,0,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from expert),,,Silvo pond,,,Vietnam,,2016.0,,,,,,,0,,,,,,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from expert),,,Silvo pond,,,Vietnam,,2016.0,,,,,,,0,,,,,,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,,SFW (from expert),,,Silvo pond,,,Vietnam,,2016.0,,,,,,,0,,,,,,,,,,,,,Rob,43902,"Assumed Penaeus monodon (listed as tiger shrimp); SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Giant tiger prawn,137,Jonell-2015-a,,1 tonne live weight,Extensive pond polyculture,,Shrimp harvested in mangrove polyculture system with organic certification,Vietnam,Mekong Delta,2011-2012,20 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Giant tiger prawn,137,Jonell-2015-a,,1 tonne live weight,Extensive pond polyculture,,Shrimp harvested in mangrove polyculture system with organic certification,Vietnam,Mekong Delta,2011-2012,20 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Giant tiger prawn,137,Jonell-2015-a,,1 tonne live weight,Extensive pond polyculture,,Shrimp harvested in mangrove polyculture system with organic certification,Vietnam,Mekong Delta,2011-2012,20 farms,,,,,,,,,,,,,,,,,,,Rob,43902,"Polyculture, consider removing","750604,55",8386,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Asian Tiger shrimp,202,Henriksson et al. 2015,,1 tonne headless shell-on and 810 kg fish,,,,Bangladesh,Western BD,2010.0,65.0,,Improved extensive,,,,0.557,Compound,28,44,17,11,Hand fed,5.0,150.2403846,,,81.5,kg wood,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Asian Tiger shrimp,202,Henriksson et al. 2015,,1 tonne headless shell-on and 810 kg fish,,,,Bangladesh,Western BD,2010.0,65.0,,Improved extensive,,,,0.557,Compound,28,44,17,11,Hand fed,5.0,150.2403846,,,81.5,kg wood,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Asian Tiger shrimp,202,Henriksson et al. 2015,,1 tonne headless shell-on and 810 kg fish,,,,Bangladesh,Western BD,2010.0,65.0,,Improved extensive,,,,0.557,Compound,28,44,17,11,Hand fed,5.0,150.2403846,,,81.5,kg wood,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus monodon,Asian Tiger shrimp,201,Henriksson et al. 2015,,1 tonne headless shell-on,,,Semi-intensive,Vietnam,Soc Trang & Bc Lieu,2010.0,60.0,,Semi-intensive,,,,1.67,Compound,27.8,32.8,28.5,10.9,Hand fed or feeding machine,845.0,271.6346154,,,,,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus monodon,Asian Tiger shrimp,201,Henriksson et al. 2015,,1 tonne headless shell-on,,,Semi-intensive,Vietnam,Soc Trang & Bc Lieu,2010.0,60.0,,Semi-intensive,,,,1.67,Compound,27.8,32.8,28.5,10.9,Hand fed or feeding machine,845.0,271.6346154,,,,,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus monodon,Asian Tiger shrimp,201,Henriksson et al. 2015,,1 tonne headless shell-on,,,Semi-intensive,Vietnam,Soc Trang & Bc Lieu,2010.0,60.0,,Semi-intensive,,,,1.67,Compound,27.8,32.8,28.5,10.9,Hand fed or feeding machine,845.0,271.6346154,,,,,Patrik,43924,,,,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100112,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus spp,Penaeus shrimps nei,56,Sun-2009-a,,1800 kg fresh shrimp,Indoor recirculating,Experimental,"Shrimp grown in indoor recirculating facility, processed into frozen blocks, transported to retail",United States,,,,,,,,,2,Compound,13.0,33,49,0,,44.0,,,,,,Rob,43902,"Experimental, consider removing","114566,68",7431,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100100,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus spp,Penaeus shrimps nei,56,Sun-2009-a,,1800 kg fresh shrimp,Indoor recirculating,Experimental,"Shrimp grown in indoor recirculating facility, processed into frozen blocks, transported to retail",United States,,,,,,,,,2,Compound,13.0,33,49,0,,44.0,,,,,,Rob,43902,"Experimental, consider removing","114566,68",7431,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100100,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from expert),,,Ponds,,,Thailand,,2008.0,,,,,,,1.5,Assumed compound,,27,0,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from expert),,,Ponds,,,Thailand,,2008.0,,,,,,,1.5,Assumed compound,,27,0,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from expert),,,Ponds,,,Thailand,,2008.0,,,,,,,1.5,Assumed compound,,27,0,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from literature),,,Ponds,,,China,,,,,,,,,1.6,Assumed compound,,31.5,68.5,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Freshwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from literature),,,Ponds,,,China,,,,,,,,,1.6,Assumed compound,,31.5,68.5,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Marine,Crustacean
Penaeus vannamei,Whiteleg shrimp,,SFW (from literature),,,Ponds,,,China,,,,,,,,,1.6,Assumed compound,,31.5,68.5,0,,,,,,,,Rob,43902,"SFW values are difficult to determine if they double count values we have from elsewhere. I've avoided records that explicitly state that they are from a particular LCA or other data that we already include, e.g. T&M","4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Brackishwater,Crustacean
Penaeus vannamei,Whiteleg shrimp,54,Cao-2011-a,,1 tonne live weight,Semi-intensive pond,Commercial for export,"Shrimp grown using local broodstock, intended for domestic market.",China,,2008.0,9 farms,,,,,,1,Compound,13.0,33,49,0,,548.0,7.0,,,,,Rob,43902,Double check energy inputs,"4966240,55",6085,Crustacean,Omnivorous,45,,,,,,,,,PENAEIDAE,2280100111,CRUSTACEA,NATANTIA,Freshwater,Crustacean
